Hyp,Name,Score2,Score1
OFF ,off/0f250098_nohash_0, -2591, -863
OFF ,off/0fa1e7a9_nohash_0, -2146, -885
OFF ,off/105a0eea_nohash_0, -2736, -637
OFF ,off/135c6841_nohash_0, -2466, -766
OFF ,off/135c6841_nohash_1, -2703, -707
OFF ,off/135c6841_nohash_2, -2104, -953
OFF ,off/135c6841_nohash_3, -1250, -886
OFF ,off/1b4c9b89_nohash_0, -1803, -1403
OFF ,off/1b4c9b89_nohash_1, -1806, -1050
OFF ,off/1b4c9b89_nohash_2, -1303, -698
OFF ,off/1b4c9b89_nohash_3, -1554, -631
OFF ,off/1b4c9b89_nohash_4, -945, -1314
ON ,off/1cb788bc_nohash_0, -1067, -995
OFF ,off/20d3f11f_nohash_0, -2084, -938
OFF ,off/210f3aa9_nohash_0, -2521, -647
OFF ,off/24ad3ebe_nohash_0, -1540, -819
OFF ,off/26b28ea7_nohash_0, -2058, -1209
OFF ,off/2796ac50_nohash_0, -780, -876
OFF ,off/27c30960_nohash_0, -1808, -751
OFF ,off/283d7a53_nohash_0, -1122, -708
OFF ,off/2aa787cf_nohash_0, -1609, -765
UP ,off/2aa787cf_nohash_1, -2400, -1181
OFF ,off/2c6d3924_nohash_0, -848, -1007
OFF ,off/2fa39636_nohash_0, -694, -846
OFF ,off/2fa39636_nohash_1, -2020, -760
OFF ,off/370844f7_nohash_0, -2758, -939
OFF ,off/37dca74f_nohash_0, -2446, -1401
OFF ,off/37dca74f_nohash_1, -2653, -1745
OFF ,off/37dca74f_nohash_2, -2952, -1115
OFF ,off/37dca74f_nohash_3, -2913, -1234
OFF ,off/37dca74f_nohash_4, -2473, -1502
OFF ,off/3efef882_nohash_0, -2511, -896
OFF ,off/3efef882_nohash_1, -2612, -1471
OFF ,off/3efef882_nohash_2, -1823, -1232
OFF ,off/3f170018_nohash_0, -2220, -948
OFF ,off/3f2b358d_nohash_0, -528, -1595
OFF ,off/3f2b358d_nohash_1, -605, -459
OFF ,off/3f2b358d_nohash_2, -1605, -599
OFF ,off/3ff840aa_nohash_0, -1873, -1140
OFF ,off/412c675c_nohash_0, -1192, -765
OFF ,off/422d3197_nohash_0, -3549, -885
OFF ,off/44260689_nohash_0, -1622, -1183
OFF ,off/44260689_nohash_1, -2858, -1209
ON ,off/44715c1c_nohash_0, -1253, -1234
OFF ,off/4620dc14_nohash_0, -2185, -1061
OFF ,off/4620dc14_nohash_1, -1396, -899
OFF ,off/4620dc14_nohash_2, -2760, -870
OFF ,off/47d01978_nohash_0, -2971, -1660
OFF ,off/47d01978_nohash_1, -2292, -1001
OFF ,off/4845bb10_nohash_0, -2778, -750
OFF ,off/4845bb10_nohash_1, -1707, -958
OFF ,off/4a0e2c16_nohash_0, -1944, -805
OFF ,off/4c4d2526_nohash_0, -1454, -1193
OFF ,off/4c841771_nohash_0, -1643, -1035
OFF ,off/50033893_nohash_0, -1753, -945
ON ,off/553f1a79_nohash_0, -2364, -950
OFF ,off/553f1a79_nohash_1, -2227, -932
OFF ,off/563aa4e6_nohash_0, -2942, -1074
OFF ,off/563aa4e6_nohash_1, -2158, -1011
OFF ,off/563aa4e6_nohash_2, -2139, -1150
OFF ,off/563aa4e6_nohash_3, -2246, -1103
OFF ,off/563aa4e6_nohash_4, -2224, -1122
OFF ,off/587f3271_nohash_0, -2657, -815
OFF ,off/5c8af87a_nohash_0, -3504, -1197
OFF ,off/5c8af87a_nohash_1, -2870, -1497
OFF ,off/5c8af87a_nohash_2, -2080, -702
OFF ,off/5c8af87a_nohash_3, -3014, -1595
OFF ,off/5c8af87a_nohash_4, -3311, -831
OFF ,off/5e3dde6b_nohash_0, -2564, -2154
OFF ,off/5e3dde6b_nohash_1, -3506, -1439
OFF ,off/5e3dde6b_nohash_2, -2910, -1392
OFF ,off/5e3dde6b_nohash_3, -2563, -1485
OFF ,off/5e3dde6b_nohash_4, -2530, -759
OFF ,off/5ff3f9a1_nohash_0, -1626, -1209
ON ,off/6205088b_nohash_0, -1974, -1327
OFF ,off/6205088b_nohash_1, -1478, -1248
OFF ,off/6205088b_nohash_2, -3306, -1114
OFF ,off/62ff07ef_nohash_0, -1849, -1133
OFF ,off/653a48f5_nohash_0, -1694, -678
OFF ,off/653a48f5_nohash_1, -2263, -699
OFF ,off/653a48f5_nohash_2, -2705, -1352
OFF ,off/6736bc64_nohash_0, -1979, -761
OFF ,off/67961766_nohash_0, -1642, -807
OFF ,off/67961766_nohash_1, -2580, -1330
OFF ,off/68dd409e_nohash_0, -2291, -712
OFF ,off/68dd409e_nohash_1, -2525, -1453
OFF ,off/68dd409e_nohash_2, -2980, -2128
OFF ,off/692a88e6_nohash_0, -2647, -1854
OFF ,off/692a88e6_nohash_1, -2169, -1093
OFF ,off/692a88e6_nohash_2, -2338, -1923
OFF ,off/692a88e6_nohash_3, -2446, -1351
OFF ,off/692a88e6_nohash_4, -1764, -845
OFF ,off/6b889021_nohash_0, -2665, -1090
OFF ,off/6f689791_nohash_0, -2897, -1377
OFF ,off/6f689791_nohash_1, -2649, -886
OFF ,off/7257420c_nohash_0, -1762, -1640
OFF ,off/798f702a_nohash_0, -1941, -1967
OFF ,off/7add4c5f_nohash_0, -1916, -1177
OFF ,off/7add4c5f_nohash_1, -1712, -1316
OFF ,off/7bae88ed_nohash_0, -2166, -1455
OFF ,off/8056e897_nohash_0, -2276, -1177
OFF ,off/80c45ed6_nohash_0, -2260, -857
OFF ,off/81dc4a94_nohash_0, -1546, -957
OFF ,off/81dc4a94_nohash_1, -2781, -906
OFF ,off/81dc4a94_nohash_2, -2778, -742
OFF ,off/82b99576_nohash_0, -2364, -1411
OFF ,off/840c366d_nohash_0, -1593, -738
OFF ,off/8494fba8_nohash_0, -2630, -706
OFF ,off/84d1e469_nohash_0, -2536, -1099
OFF ,off/84d1e469_nohash_1, -2738, -735
OFF ,off/84d1e469_nohash_2, -2994, -665
OFF ,off/84d1e469_nohash_3, -2933, -724
OFF ,off/8625475c_nohash_0, -1773, -813
OFF ,off/881583a6_nohash_0, -1682, -849
OFF ,off/8a325749_nohash_0, -2298, -1896
OFF ,off/8c7f81df_nohash_0, -2202, -1314
OFF ,off/8c7f81df_nohash_1, -1908, -913
OFF ,off/8ec6dab6_nohash_0, -2207, -758
OFF ,off/8fe52b97_nohash_0, -2982, -643
OFF ,off/90b94017_nohash_0, -3184, -836
OFF ,off/94de6a6a_nohash_0, -3309, -1298
OFF ,off/94de6a6a_nohash_1, -3358, -2029
OFF ,off/94de6a6a_nohash_2, -3568, -3006
OFF ,off/94de6a6a_nohash_3, -2278, -1789
UP OFF ,off/94de6a6a_nohash_4, -2483, -3596
OFF ,off/95ba4996_nohash_0, -2179, -1763
OFF ,off/964e8cfd_nohash_0, -2179, -1079
OFF ,off/964e8cfd_nohash_1, -1910, -1249
OFF ,off/964e8cfd_nohash_2, -2502, -1058
OFF ,off/964e8cfd_nohash_3, -1885, -1203
OFF ,off/964e8cfd_nohash_4, -1901, -852
OFF ,off/97f4c236_nohash_0, -1886, -944
OFF ,off/97f4c236_nohash_1, -3088, -828
OFF ,off/97f4c236_nohash_2, -2664, -1632
OFF ,off/97f4c236_nohash_3, -1885, -974
OFF ,off/97f4c236_nohash_4, -2310, -1010
OFF ,off/9a69672b_nohash_0, -2668, -961
OFF ,off/9a69672b_nohash_1, -2797, -1215
OFF ,off/9a69672b_nohash_2, -1827, -1163
OFF ,off/9a69672b_nohash_3, -2096, -957
OFF ,off/9a69672b_nohash_4, -2292, -945
OFF ,off/9a7c1f83_nohash_0, -2292, -1375
OFF ,off/9a7c1f83_nohash_1, -2038, -1375
OFF ,off/9b3ea809_nohash_0, -1275, -938
OFF ,off/9d171fee_nohash_0, -1374, -1407
OFF ,off/9d171fee_nohash_1, -2134, -896
OFF ,off/9d171fee_nohash_2, -1756, -1921
NO ,off/9d4bab4f_nohash_0, -2107, -1671
OFF ,off/9dc1889e_nohash_0, -2409, -695
OFF ,off/9dc1889e_nohash_1, -1116, -774
OFF ,off/9e2ce5e3_nohash_0, -1133, -722
OFF ,off/9e2ce5e3_nohash_1, -977, -1056
OFF ,off/a2473d62_nohash_0, -1838, -717
OFF ,off/a591c2ea_nohash_0, -1805, -1065
OFF ,off/a591c2ea_nohash_1, -2250, -1150
OFF ,off/a60a09cf_nohash_0, -2559, -937
OFF ,off/a8e25ebb_nohash_0, -1151, -1390
OFF ,off/aa48c94a_nohash_0, -1142, -764
OFF ,off/adebe223_nohash_0, -2295, -818
OFF ,off/aef8dcf5_nohash_0, -1537, -975
OFF ,off/af130f12_nohash_0, -1538, -934
OFF ,off/af130f12_nohash_1, -2703, -602
OFF ,off/af405b69_nohash_0, -1327, -1280
OFF ,off/af7a8296_nohash_0, -1169, -858
OFF ,off/b11a05d2_nohash_0, -1950, -1090
OFF ,off/b11a05d2_nohash_1, -2546, -797
OFF ,off/b1f8326d_nohash_0, -3600, -1061
OFF ,off/b49caed3_nohash_0, -2653, -969
OFF ,off/b49caed3_nohash_1, -2588, -812
OFF ,off/b49caed3_nohash_2, -3516, -786
OFF ,off/b49caed3_nohash_3, -3555, -921
OFF ,off/b49caed3_nohash_4, -804, -821
OFF ,off/b737ee80_nohash_0, -2592, -945
OFF ,off/b83c1acf_nohash_0, -3209, -1498
OFF ,off/b83c1acf_nohash_1, -2662, -1104
OFF ,off/b83c1acf_nohash_2, -2723, -1763
OFF ,off/b83c1acf_nohash_3, -1665, -1774
OFF ,off/b83c1acf_nohash_4, -1128, -1470
 ,off/b97c9f77_nohash_0, -1272, -883
OFF ,off/b97c9f77_nohash_1, -1576, -1059
OFF ,off/b97c9f77_nohash_2, -1729, -1257
OFF ,off/b97c9f77_nohash_3, -1017, -962
OFF ,off/b97c9f77_nohash_4, -1173, -857
OFF ,off/bb31b82b_nohash_0, -3355, -1537
OFF ,off/bb31b82b_nohash_1, -2304, -1540
OFF ,off/c0e0f834_nohash_0, -2632, -697
OFF ,off/c0e0f834_nohash_1, -2377, -767
OFF ,off/c22d3f18_nohash_0, -1789, -768
OFF ,off/c22d3f18_nohash_1, -2485, -778
OFF ,off/c22d3f18_nohash_2, -1258, -1042
OFF ,off/c22d3f18_nohash_3, -1153, -848
OFF ,off/c22d3f18_nohash_4, -2204, -1047
OFF ,off/c7124b73_nohash_0, -2544, -1008
OFF ,off/ca48dc76_nohash_0, -2396, -1163
OFF ,off/caedb73a_nohash_0, -2027, -1867
OFF ,off/caedb73a_nohash_1, -1930, -1341
OFF ,off/caf9fceb_nohash_0, -2066, -876
OFF ,off/cc592808_nohash_0, -1031, -1025
OFF ,off/cd85758f_nohash_0, -3325, -1554
LEFT OFF ,off/cd85758f_nohash_1, -2979, -2884
OFF ,off/cd85758f_nohash_2, -3160, -993
OFF ,off/cd85758f_nohash_3, -1675, -1151
OFF ,off/cd85758f_nohash_4, -2242, -1698
OFF ,off/d056d4d8_nohash_0, -2281, -1026
OFF ,off/d0faf7e4_nohash_0, -2236, -1272
OFF ,off/d0faf7e4_nohash_1, -2510, -862
OFF ,off/d0faf7e4_nohash_2, -1992, -886
OFF ,off/d0faf7e4_nohash_3, -1743, -1066
OFF ,off/d0faf7e4_nohash_4, -2263, -1090
OFF ,off/d1a4fb3f_nohash_0, -2088, -1412
OFF ,off/d5ca80c6_nohash_0, -1373, -1667
OFF ,off/d5ca80c6_nohash_1, -2429, -1847
OFF ,off/d5ca80c6_nohash_2, -1389, -1008
OFF ,off/d7467392_nohash_0, -2656, -1258
OFF ,off/d7467392_nohash_1, -2800, -1132
OFF ,off/d9e9f554_nohash_0, -2533, -826
OFF ,off/daf230ac_nohash_0, -2470, -1344
OFF ,off/daf230ac_nohash_1, -2666, -973
OFF ,off/dc75148d_nohash_0, -2054, -898
OFF ,off/dc75148d_nohash_1, -2584, -728
OFF ,off/dc75148d_nohash_2, -2501, -985
OFF ,off/e1469561_nohash_0, -1867, -966
OFF ,off/e1469561_nohash_1, -2779, -939
OFF ,off/e1469561_nohash_2, -2068, -904
OFF ,off/e1469561_nohash_3, -2240, -1258
OFF ,off/e1469561_nohash_4, -2318, -810
OFF ,off/e41a903b_nohash_0, -2089, -766
OFF ,off/e41a903b_nohash_1, -2115, -667
OFF ,off/e41a903b_nohash_2, -2285, -743
OFF ,off/e41a903b_nohash_3, -2489, -706
OFF ,off/e41a903b_nohash_4, -2030, -750
OFF ,off/e5e54cee_nohash_0, -2531, -1677
OFF ,off/e71b4ce6_nohash_0, -3058, -1174
OFF ,off/e71b4ce6_nohash_1, -2393, -758
OFF ,off/ea356919_nohash_0, -2001, -861
OFF ,off/ea356919_nohash_1, -1784, -1547
OFF ,off/f0ae7203_nohash_0, -1962, -1180
OFF ,off/f0ae7203_nohash_1, -2353, -752
OFF ,off/f264e0df_nohash_0, -1426, -1089
OFF ,off/f292725f_nohash_0, -3447, -1125
OFF ,off/f297e878_nohash_0, -2738, -898
OFF ,off/f297e878_nohash_1, -1984, -3007
OFF ,off/f428ca69_nohash_0, -1203, -1100
OFF ,off/f428ca69_nohash_1, -1245, -854
OFF ,off/f5496439_nohash_0, -1114, -1693
OFF ,off/f6af2457_nohash_0, -2475, -1145
OFF ,off/f6af2457_nohash_1, -2603, -1059
OFF ,off/f6af2457_nohash_2, -1581, -1301
OFF ,off/fce96bac_nohash_0, -2107, -1156
OFF ,off/fe1916ba_nohash_0, -1861, -1204
OFF ,off/ffa76c4a_nohash_0, -2451, -1298
OFF ,off/ffa76c4a_nohash_1, -1922, -1666
OFF ,off/ffa76c4a_nohash_2, -2206, -2162
ON ,on/022cd682_nohash_0, -2102, -781
ON ,on/096456f9_nohash_0, -2580, -1292
ON ,on/0ea0e2f4_nohash_0, -2143, -761
ON ,on/0fa1e7a9_nohash_0, -1608, -687
ON ,on/105a0eea_nohash_0, -1978, -828
ON ,on/105a0eea_nohash_1, -2859, -765
ON ,on/1093c8e7_nohash_0, -2004, -1689
ON ,on/1b4c9b89_nohash_0, -2898, -1272
ON ,on/1b4c9b89_nohash_1, -2170, -1648
ON ,on/1b4c9b89_nohash_2, -2647, -1064
ON ,on/1b4c9b89_nohash_3, -2461, -1903
ON ,on/1b4c9b89_nohash_4, -2555, -1053
ON ,on/1f3bece8_nohash_0, -1984, -1777
ON ,on/1f653d27_nohash_0, -2099, -879
ON ,on/1f653d27_nohash_1, -2049, -765
ON ,on/1fe4c891_nohash_0, -1599, -1151
ON ,on/210f3aa9_nohash_0, -1686, -944
ON ,on/210f3aa9_nohash_1, -1816, -1084
ON ,on/27c30960_nohash_0, -3224, -1117
ON ,on/283d7a53_nohash_0, -1861, -811
ON ,on/283d7a53_nohash_1, -2724, -713
ON ,on/2c6d3924_nohash_0, -2065, -1353
ON ,on/2fa39636_nohash_0, -2944, -675
ON ,on/370844f7_nohash_0, -1746, -763
ON ,on/370844f7_nohash_1, -2847, -1213
ON ,on/37dca74f_nohash_0, -2030, -2270
ON ,on/37dca74f_nohash_1, -1969, -1524
ON ,on/37dca74f_nohash_2, -1894, -1270
ON ,on/37dca74f_nohash_3, -2002, -2085
ON ,on/37dca74f_nohash_4, -1902, -1407
ON ,on/37fc5d97_nohash_0, -2649, -1420
ON ,on/3c165869_nohash_0, -407, -983
ON ,on/3c165869_nohash_1, -399, -964
ON ,on/3df9a3d4_nohash_0, -3073, -1944
ON ,on/3f2b358d_nohash_0, -1595, -2320
ON ,on/3f2b358d_nohash_1, -1588, -407
ON ,on/3f2b358d_nohash_2, -2576, -2735
ON ,on/412c675c_nohash_0, -2191, -816
ON ,on/422d3197_nohash_0, -1139, -831
ON ,on/4290ca61_nohash_0, -2796, -985
ON ,on/42beb5eb_nohash_0, -2036, -901
ON ,on/44260689_nohash_0, -1297, -1383
ON ,on/47d01978_nohash_0, -2113, -1003
ON ,on/4845bb10_nohash_0, -2362, -1568
ON ,on/4a0e2c16_nohash_0, -3496, -1144
ON ,on/4c4d2526_nohash_0, -1606, -821
ON ,on/4c7c95de_nohash_0, -2122, -855
ON ,on/4c7c95de_nohash_1, -1811, -772
ON ,on/4c841771_nohash_0, -1720, -649
ON ,on/4c841771_nohash_1, -1450, -794
ON ,on/4f8ef132_nohash_0, -2458, -844
ON ,on/4f8ef132_nohash_1, -2173, -862
ON ,on/4f8ef132_nohash_2, -1927, -1273
ON ,on/563aa4e6_nohash_0, -2228, -1128
ON ,on/563aa4e6_nohash_1, -3382, -854
ON ,on/563aa4e6_nohash_2, -2217, -1136
ON ,on/563aa4e6_nohash_3, -2480, -1314
ON ,on/563aa4e6_nohash_4, -2348, -2304
ON ,on/587f3271_nohash_0, -2804, -866
ON ,on/587f3271_nohash_1, -2100, -818
ON ,on/5b1db3ee_nohash_0, -3399, -1352
ON ,on/5c8af87a_nohash_0, -2214, -2603
ON ,on/5c8af87a_nohash_1, -2718, -899
ON ,on/5c8af87a_nohash_2, -1908, -876
ON ,on/5c8af87a_nohash_3, -2093, -2057
ON ,on/5c8af87a_nohash_4, -2610, -1301
ON ,on/5e3dde6b_nohash_0, -1597, -1619
ON ,on/5e3dde6b_nohash_1, -2697, -1295
ON ,on/5e3dde6b_nohash_2, -1282, -1635
ON ,on/5e3dde6b_nohash_3, -1161, -1432
ON ,on/5e3dde6b_nohash_4, -2916, -1337
ON ,on/5eb5fc74_nohash_0, -1846, -615
ON ,on/5eb5fc74_nohash_1, -2288, -684
ON ,on/5f814c23_nohash_0, -2527, -1055
ON ,on/5ff3f9a1_nohash_0, -2462, -735
ON ,on/5ff3f9a1_nohash_1, -2052, -859
ON ,on/6021f08b_nohash_0, -2901, -927
ON ,on/6021f08b_nohash_1, -2280, -1081
ON ,on/6021f08b_nohash_2, -2876, -994
ON ,on/62ff07ef_nohash_0, -2311, -1739
ON ,on/653a48f5_nohash_0, -2998, -1176
ON ,on/67961766_nohash_0, -1933, -1079
ON ,on/68dd409e_nohash_0, -2645, -976
ON ,on/692a88e6_nohash_0, -1642, -1322
ON ,on/692a88e6_nohash_1, -2415, -721
ON ,on/692a88e6_nohash_2, -3186, -848
ON ,on/692a88e6_nohash_3, -1775, -796
ON ,on/692a88e6_nohash_4, -1801, -863
ON ,on/6b889021_nohash_0, -1695, -1149
ON ,on/6e916de8_nohash_0, -2207, -1440
ON ,on/6e916de8_nohash_1, -2033, -1375
ON ,on/6f2f57c1_nohash_0, -1186, -758
ON ,on/6f689791_nohash_0, -2658, -862
ON ,on/6f689791_nohash_1, -1965, -1017
ON ,on/7192fddc_nohash_0, -2210, -689
ON ,on/7257420c_nohash_0, -2043, -2004
ON ,on/782c1305_nohash_0, -2296, -916
ON ,on/782c1305_nohash_1, -2389, -883
ON ,on/782c1305_nohash_2, -1729, -817
ON ,on/7add4c5f_nohash_0, -2063, -811
ON ,on/7bae88ed_nohash_0, -2581, -784
ON ,on/7bae88ed_nohash_1, -2529, -796
ON ,on/7dc95912_nohash_0, -1802, -867
ON ,on/8056e897_nohash_0, -2333, -1184
ON ,on/8056e897_nohash_1, -2307, -1402
ON ,on/80c45ed6_nohash_0, -2519, -728
ON ,on/81dc4a94_nohash_0, -2535, -729
ON ,on/81dc4a94_nohash_1, -2901, -716
ON ,on/840c366d_nohash_0, -3187, -1092
ON ,on/840c366d_nohash_1, -2296, -659
ON ,on/84d1e469_nohash_0, -2160, -867
ON ,on/84d1e469_nohash_1, -2111, -783
ON ,on/85834399_nohash_0, -1425, -1475
ON ,on/8625475c_nohash_0, -2679, -740
ON ,on/863880b7_nohash_0, -2209, -869
ON ,on/863880b7_nohash_1, -2063, -713
ON ,on/8c7f81df_nohash_0, -1773, -805
ON ,on/8c7f81df_nohash_1, -1928, -997
ON ,on/8ec6dab6_nohash_0, -2428, -682
ON ,on/8fe52b97_nohash_0, -3108, -810
ON ,on/8fe52b97_nohash_1, -1817, -1183
ON ,on/94de6a6a_nohash_0, -3589, -1342
ON ,on/94de6a6a_nohash_1, -2967, -1411
ON ,on/94de6a6a_nohash_2, -1560, -1416
ON ,on/94de6a6a_nohash_3, -2388, -1926
ON ,on/94de6a6a_nohash_4, -1557, -2487
ON ,on/95ba4996_nohash_0, -2448, -1214
ON ,on/964e8cfd_nohash_0, -2148, -1040
ON ,on/964e8cfd_nohash_1, -2275, -1530
ON ,on/964e8cfd_nohash_2, -1618, -1303
ON ,on/964e8cfd_nohash_3, -2286, -1490
ON ,on/964e8cfd_nohash_4, -1562, -1216
ON ,on/97f4c236_nohash_0, -1641, -1386
ON ,on/97f4c236_nohash_1, -2169, -945
ON ,on/97f4c236_nohash_2, -2759, -1860
ON ,on/97f4c236_nohash_3, -1864, -994
ON ,on/97f4c236_nohash_4, -2863, -1070
ON ,on/9a356ab9_nohash_0, -2302, -1116
ON ,on/9a69672b_nohash_0, -1480, -920
ON ,on/9a69672b_nohash_1, -2577, -1177
ON ,on/9a69672b_nohash_2, -2165, -1235
ON ,on/9a69672b_nohash_3, -2009, -734
ON ,on/9a69672b_nohash_4, -2165, -911
ON ,on/9a7c1f83_nohash_0, -1601, -1131
ON ,on/9a7c1f83_nohash_1, -2009, -734
ON ,on/9a7c1f83_nohash_2, -2165, -1131
ON ,on/9a7c1f83_nohash_3, -1601, -742
ON ,on/9a7c1f83_nohash_4, -2027, -734
ON ,on/9a7c1f83_nohash_5, -2497, -1131
ON ,on/9a7c1f83_nohash_6, -1975, -742
ON ,on/9d171fee_nohash_0, -2104, -1204
ON ,on/9d4bab4f_nohash_0, -2003, -848
ON ,on/9e2ce5e3_nohash_0, -1836, -756
ON ,on/a4e8a997_nohash_0, -1995, -1130
ON ,on/a60a09cf_nohash_0, -2561, -944
ON ,on/a60a09cf_nohash_1, -1686, -1070
ON ,on/a8e25ebb_nohash_0, -3395, -2225
ON ,on/a8e25ebb_nohash_1, -1749, -2115
ON ,on/a8e25ebb_nohash_2, -1871, -1718
ON ,on/aa233654_nohash_0, -1499, -1257
ON ,on/aa48c94a_nohash_0, -2247, -936
ON ,on/ad6a46f1_nohash_0, -2386, -1387
ON ,on/ad6a46f1_nohash_1, -2449, -1276
ON ,on/aef8dcf5_nohash_0, -1946, -632
ON ,on/af405b69_nohash_0, -2428, -1023
ON ,on/af8b2f2c_nohash_0, -1916, -1471
ON ,on/b11a05d2_nohash_0, -2381, -743
ON ,on/b11a05d2_nohash_1, -3665, -897
ON ,on/b11a05d2_nohash_2, -2943, -1242
ON ,on/b2e2773a_nohash_0, -3435, -2057
ON ,on/b49caed3_nohash_0, -2831, -1089
ON ,on/b49caed3_nohash_1, -3990, -1231
ON ,on/b49caed3_nohash_2, -2864, -1225
ON ,on/b49caed3_nohash_3, -3300, -1436
ON ,on/b49caed3_nohash_4, -2909, -1300
ON ,on/b83c1acf_nohash_0, -2153, -1644
ON ,on/b83c1acf_nohash_1, -3300, -1162
ON ,on/b83c1acf_nohash_2, -2721, -1900
ON ,on/b83c1acf_nohash_3, -2912, -1001
ON ,on/b83c1acf_nohash_4, -2346, -1162
ON ,on/b83c1acf_nohash_5, -1899, -1036
ON ,on/b97c9f77_nohash_0, -1920, -791
ON ,on/b97c9f77_nohash_1, -2371, -836
ON ,on/b97c9f77_nohash_2, -1782, -1113
ON ,on/b97c9f77_nohash_3, -2259, -1025
ON ,on/b97c9f77_nohash_4, -2305, -688
ON ,on/bb31b82b_nohash_0, -2292, -922
ON ,on/bb31b82b_nohash_1, -2595, -1102
ON ,on/c0e0f834_nohash_0, -2181, -1055
ON ,on/c22d3f18_nohash_0, -1640, -772
ON ,on/c22d3f18_nohash_1, -1922, -1305
ON ,on/c22d3f18_nohash_2, -1870, -1419
ON ,on/c22d3f18_nohash_3, -2343, -1171
ON ,on/c22d3f18_nohash_4, -3090, -821
ON ,on/c518d1b1_nohash_0, -3421, -949
ON ,on/caedb73a_nohash_0, -2258, -2118
ON ,on/cd85758f_nohash_0, -3224, -914
ON ,on/cd85758f_nohash_1, -3172, -1338
ON ,on/cd85758f_nohash_2, -2185, -1587
ON ,on/cd85758f_nohash_3, -2542, -751
ON ,on/cd85758f_nohash_4, -2241, -1053
ON ,on/d0faf7e4_nohash_0, -2542, -1481
ON ,on/d0faf7e4_nohash_1, -2360, -1341
ON ,on/d0faf7e4_nohash_2, -2081, -1182
ON ,on/d0faf7e4_nohash_3, -2152, -1341
ON ,on/d0faf7e4_nohash_4, -1703, -1383
ON ,on/d0faf7e4_nohash_5, -2037, -1168
ON ,on/d103dd6e_nohash_0, -1846, -805
ON ,on/d7467392_nohash_0, -1766, -808
ON ,on/d7467392_nohash_1, -2609, -1054
ON ,on/d7467392_nohash_2, -2568, -839
ON ,on/d91a159e_nohash_0, -3601, -790
ON ,on/d9e9f554_nohash_0, -2676, -1177
ON ,on/d9e9f554_nohash_1, -2429, -908
ON ,on/d9e9f554_nohash_2, -2599, -1250
ON ,on/d9e9f554_nohash_3, -2539, -1225
ON ,on/daf230ac_nohash_0, -2703, -807
ON ,on/e1469561_nohash_0, -2148, -1865
ON ,on/e1469561_nohash_1, -3007, -845
ON ,on/e1469561_nohash_2, -2081, -1014
ON ,on/e1469561_nohash_3, -1816, -1183
ON ,on/e1469561_nohash_4, -1675, -997
ON ,on/e41a903b_nohash_0, -2117, -672
ON ,on/e41a903b_nohash_1, -2159, -913
ON ,on/e41a903b_nohash_2, -4125, -719
ON ,on/e41a903b_nohash_3, -3073, -937
ON ,on/e41a903b_nohash_4, -1830, -798
ON ,on/e5e54cee_nohash_0, -1611, -2006
ON ,on/e71b4ce6_nohash_0, -2165, -1374
ON ,on/e9901cf0_nohash_0, -2726, -1964
ON ,on/e9901cf0_nohash_1, -3043, -1494
ON ,on/ea356919_nohash_0, -1892, -947
ON ,on/f0ae7203_nohash_0, -2180, -1162
ON ,on/f0ae7203_nohash_1, -2777, -841
ON ,on/f264e0df_nohash_0, -1620, -755
ON ,on/f292725f_nohash_0, -2427, -908
ON ,on/f297e878_nohash_0, -1990, -1229
ON ,on/f428ca69_nohash_0, -2502, -965
ON ,on/f5496439_nohash_0, -2867, -1026
ON ,on/f5496439_nohash_1, -3722, -1263
ON ,on/f5496439_nohash_2, -2500, -1383
ON ,on/fa446c16_nohash_0, -2459, -1005
ON ,on/fa446c16_nohash_1, -2722, -989
ON ,on/fce96bac_nohash_0, -2891, -1240
ON ,on/fe1916ba_nohash_0, -1855, -750
ON ,on/ffa76c4a_nohash_0, -1734, -853
RIGHT ,right/096456f9_nohash_0, -2031, -1029
RIGHT ,right/0c40e715_nohash_0, -3273, -770
RIGHT ,right/0c40e715_nohash_1, -2330, -1011
RIGHT ,right/0d53e045_nohash_0, -3489, -1124
RIGHT ,right/0ea0e2f4_nohash_0, -2046, -696
RIGHT ,right/0f250098_nohash_0, -2895, -1044
RIGHT ,right/0f250098_nohash_1, -2340, -789
RIGHT ,right/0fa1e7a9_nohash_0, -2032, -988
RIGHT ,right/1528225c_nohash_0, -1993, -814
RIGHT ,right/1b4c9b89_nohash_0, -2200, -1386
RIGHT ,right/1b4c9b89_nohash_1, -2092, -1525
RIGHT ,right/1b4c9b89_nohash_2, -1039, -1103
RIGHT ,right/1b4c9b89_nohash_3, -1586, -2038
RIGHT ,right/1b4c9b89_nohash_4, -2332, -891
RIGHT ,right/1f653d27_nohash_0, -1802, -875
RIGHT ,right/1f653d27_nohash_1, -2224, -1049
RIGHT ,right/1fe4c891_nohash_0, -1188, -1369
RIGHT ,right/1fe4c891_nohash_1, -1747, -654
RIGHT ,right/210f3aa9_nohash_0, -1208, -889
RIGHT ,right/26b28ea7_nohash_0, -1142, -1489
RIGHT ,right/26b28ea7_nohash_1, -1581, -1081
RIGHT ,right/26b28ea7_nohash_2, -1084, -941
RIGHT ,right/2796ac50_nohash_0, -2538, -673
RIGHT ,right/283d7a53_nohash_0, -3404, -870
RIGHT ,right/283d7a53_nohash_1, -1282, -760
RIGHT ,right/2aa787cf_nohash_0, -1511, -808
